"分类","法规名称","文号/标准号","条款号","条文内容","关键词","官方来源URL","发布机关","施行日期","现行状态","备注"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第二十八条","第二十八条 生产经营单位应当对从业人员进行安全生产教育和培训，保证从业人员具备必要的安全生产知识，熟悉有关的安全生产规章制度和安全操作规程，掌握本岗位的安全操作技能，了解事故应急处理措施，知悉自身在安全生产方面的权利和义务。未经安全生产教育和培训合格的从业人员，不得上岗作业。
生产经营单位使用被派遣劳动者的，应当将被派遣劳动者纳入本单位从业人员统一管理，对被派遣劳动者进行岗位安全操作规程和安全操作技能的教育和培训。劳务派遣单位应当对被派遣劳动者进行必要的安全生产教育和培训。
生产经营单位接收中等职业学校、高等学校学生实习的，应当对实习学生进行相应的安全生产教育和培训，提供必要的劳动防护用品。学校应当协助生产经营单位对实习学生进行安全生产教育和培训。
生产经营单位应当建立安全生产教育和培训档案，如实记录安全生产教育和培训的时间、内容、参加人员以及考核结果等情况。","安全生产,事故,应急,培训,劳动防护,防护用品,作业,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第二十九条","第二十九条 生产经营单位采用新工艺、新技术、新材料或者使用新设备，必须了解、掌握其安全技术特性，采取有效的安全防护措施，并对从业人员进行专门的安全生产教育和培训。","安全生产,培训,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十条","第三十条 生产经营单位的特种作业人员必须按照国家有关规定经专门的安全作业培训，取得相应资格，方可上岗作业。
特种作业人员的范围由国务院应急管理部门会同国务院有关部门确定。","安全生产,应急,培训,作业,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十一条","第三十一条 生产经营单位新建、改建、扩建工程项目（以下统称建设项目）的安全设施，必须与主体工程同时设计、同时施工、同时投入生产和使用。安全设施投资应当纳入建设项目概算。","安全生产,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十二条","第三十二条 矿山、金属冶炼建设项目和用于生产、储存、装卸危险物品的建设项目，应当按照国家有关规定进行安全评价。","安全生产,储存,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十三条","第三十三条 建设项目安全设施的设计人、设计单位应当对安全设施设计负责。
矿山、金属冶炼建设项目和用于生产、储存、装卸危险物品的建设项目的安全设施设计应当按照国家有关规定报经有关部门审查，审查部门及其负责审查的人员对审查结果负责。","安全生产,储存,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十四条","第三十四条 矿山、金属冶炼建设项目和用于生产、储存、装卸危险物品的建设项目的施工单位必须按照批准的安全设施设计施工，并对安全设施的工程质量负责。
矿山、金属冶炼建设项目和用于生产、储存、装卸危险物品的建设项目竣工投入生产或者使用前，应当由建设单位负责组织对安全设施进行验收；验收合格后，方可投入生产和使用。负有安全生产监督管理职责的部门应当加强对建设单位验收活动和验收结果的监督核查。","安全生产,储存,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十五条","第三十五条 生产经营单位应当在有较大危险因素的生产经营场所和有关设施、设备上，设置明显的安全警示标志。","安全生产,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十六条","第三十六条 安全设备的设计、制造、安装、使用、检测、维修、改造和报废，应当符合国家标准或者行业标准。
生产经营单位必须对安全设备进行经常性维护、保养，并定期检测，保证正常运转。维护、保养、检测应当作好记录，并由有关人员签字。
生产经营单位不得关闭、破坏直接关系生产安全的监控、报警、防护、救生设备、设施，或者篡改、隐瞒、销毁其相关数据、信息。
餐饮等行业的生产经营单位使用燃气的，应当安装可燃气体报警装置，并保障其正常使用。","安全生产,维护,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十七条","第三十七条 生产经营单位使用的危险物品的容器、运输工具，以及涉及人身安全、危险性较大的海洋石油开采特种设备和矿山井下特种设备，必须按照国家有关规定，由专业生产单位生产，并经具有专业资质的检测、检验机构检测、检验合格，取得安全使用证或者安全标志，方可投入使用。检测、检验机构对检测、检验结果负责。","安全生产,特种设备,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十八条","第三十八条 国家对严重危及生产安全的工艺、设备实行淘汰制度，具体目录由国务院应急管理部门会同国务院有关部门制定并公布。法律、行政法规对目录的制定另有规定的，适用其规定。
省、自治区、直辖市人民政府可以根据本地区实际情况制定并公布具体目录，对前款规定以外的危及生产安全的工艺、设备予以淘汰。
生产经营单位不得使用应当淘汰的危及生产安全的工艺、设备。","安全生产,应急,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
"工贸行业安全","中华人民共和国安全生产法","中华人民共和国主席令第八十八号","第三十九条","第三十九条 生产、经营、运输、储存、使用危险物品或者处置废弃危险物品的，由有关主管部门依照有关法律、法规的规定和国家标准或者行业标准审批并实施监督管理。
生产经营单位生产、经营、运输、储存、使用危险物品或者处置废弃危险物品，必须执行有关法律、法规和国家标准或者行业标准，建立专门的安全管理制度，采取可靠的安全措施，接受有关主管部门依法实施的监督管理。","安全生产,储存,审批,中华人民共和国安全生产法","https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4&field=&type=&title=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E6%B3%95","全国人民代表大会常务委员会","2021-09-01","现行有效","用户提供官网下载文件，按本地原文导入；源文件=中华人民共和国安全生产法_20210610.docx；抽取方式=DOCX按第X条拆分；官方题录已按国家法律法规数据库核验；核验时间=2026-06-23；核验人=Codex"
